zhuanrangfei,rental_price,pay_method,jianzhumianji,shiyongmianji,shengyuzuqi,zhuanrangfangshi,floor,zhuangxiu,building_type,shifoufenge,shihejingying,loupanmingcheng,loupandizhi,miankuan,jinshen,cenggao,elvator_number,service_price,function_list,release_date,url
6万元,7000元/月,押一付三,20㎡,,2个月,带设备转让,第1层(共2层),精装修,临街门面,是,"生活服务,美容美发,餐饮美食,休闲娱乐",奶茶店转让,沙湾会展中心,3.20米,5.00米,3.00米,,1.00元/㎡·月,"网络,暖气,停车位,扶梯,中央空调,上水,下水,排烟,排污,燃气",2019/7/23 10:32:21,https://cd.shop.fang.com/zu/3_208324934.html
,50429元/月,半年付,0.00㎡,,,,第2层(共3层),精装修,临街门面,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",卓锦城商铺,成龙大道一段9号,32.00米,20.00米,5.00米,客梯0个，货梯0个,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/6/16 16:23:09,https://cd.shop.fang.com/zu/3_207947858.html
,30000元/月,租金已包含,1999-01-01,,,,精装修,其他,否,九龙广场,,客梯8个，货梯4个,5.00米,6.00米,6.00米,九龙广场,98594.00㎡,35㎡,,2019/8/2 22:42:12,https://cd.shop.fang.com/zu/3_208453561.html
,16000元/月,租金已包含,暂无,,,,精装修,其他,否,银石广场商铺,,客梯30个，货梯0个,7.00米,3.00米,5.00米,银石广场商铺,100000.00㎡,24㎡,,2019/8/2 22:52:26,https://cd.shop.fang.com/zu/3_208453649.html
,52800元/月,押一付三,0.00㎡,,,,第1层(共1层),简装修,商业街商铺,是,"百货超市,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",协信中心商铺,府青路2段（府青路二段站点后）,15.00米,15.00米,6.00米,客梯0个，货梯0个,8.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/8/3 17:50:16,https://cd.shop.fang.com/zu/3_208464125.html
,6800元/月,押一付三,577940.00㎡,,,,第1层(共1层),毛坯,写字楼配套底商,是,,天来国际广场,光华大道与温泉大道交叉口,10.00米,17.00米,3.30米,客梯2个，货梯0个,1.90元/㎡·月,,2019/8/6 16:37:36,https://cd.shop.fang.com/zu/3_208494591.html
,138元/月,押一付三,200000.00㎡,35㎡,,,第1层(共3层),毛坯,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",万科金色乐府商铺,圣灯路160号,5.00米,6.15米,4.50米,客梯2个，货梯1个,3.18元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/30 11:50:16,https://cd.shop.fang.com/zu/3_208767333.html
,47300元/月,半年付,215㎡,,,,第1层(共1层),精装修,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",武侯区2.5环 五大花园 全业态铺6米层高,成华区 金牛区 武侯区 锦江区 青羊区均有,8.00米,20.00米,6.00米,,4.80元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/6 10:27:04,https://cd.shop.fang.com/zu/3_208849869.html
,17573元/月,押一付三,103.37㎡,,,,第1层(共5层),毛坯,商业街商铺,否,,润富国际,成都市武侯区交子大道,14.00米,4.00米,6.00米,,6.00元/㎡·月,,2019/8/9 18:30:04,https://cd.shop.fang.com/zu/3_208531671.html
,5500元/月,租金已包含,暂无,,,,精装修,其他,否,银石广场商铺,,客梯30个，货梯0个,3.00米,5.00米,5.00米,银石广场商铺,100000.00㎡,20㎡,,2019/8/2 22:51:20,https://cd.shop.fang.com/zu/3_208453641.html
,140元/月,押一付三,129.15㎡,,,,第1层(共5层),简装修,住宅底商,是,,润富国际,成都市武侯区交子大道,15.00米,5.00米,6.00米,,6.00元/㎡·月,,2019/8/9 14:45:57,https://cd.shop.fang.com/zu/3_208527594.html
,25500元/月,半年付,300㎡,,,,第1层(共2层),简装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",金科北路,金科北路地铁D口,30.00米,10.00米,4.80米,,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/31 18:09:34,https://cd.shop.fang.com/zu/3_208785379.html
,6400元/月,半年付,0.00㎡,70㎡,,,第1层(共1层),毛坯,临街门面,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",蜀都万达广场商铺,望从东路347号（成灌东路与望丛东路交汇处）,7.00米,10.00米,4.50米,客梯0个，货梯0个,2.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/3 14:00:19,https://cd.shop.fang.com/zu/3_208813456.html
,8000元/月,租金已包含,暂无,,,,精装修,商业街商铺,否,EGO潮流广场,,客梯0个，货梯0个,3.00米,4.00米,5.00米,EGO潮流广场,16649.99㎡,16㎡,,2019/9/2 23:25:49,https://cd.shop.fang.com/zu/3_208808173.html
,100元/月,租金已包含,暂无,,,,精装修,其他,否,富力天汇MALL,,客梯21个，货梯4个,30.00米,66.00米,5.00米,富力天汇MALL,61000.00㎡,2500㎡,,2019/9/2 23:53:08,https://cd.shop.fang.com/zu/3_208808260.html
,20000元/月,半年付,500㎡,,,,第3层(共3层),简装修,商业街商铺,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",融创凯旋公馆,润丰路 蓝光花耍街 西部新兴商贸市场,25.00米,20.00米,6.00米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/6/18 17:43:42,https://cd.shop.fang.com/zu/3_207966173.html
,130元/月,半年付,185.05㎡,,,,第1层(共32层),毛坯,住宅底商,否,,温江光华大道新城中心地铁现铺，无中介费!,温泉大道二段177号,9.80米,20.00米,6.00米,,4.50元/㎡·月,"上水,下水,排污,外摆区",2019/7/21 15:25:42,https://cd.shop.fang.com/zu/3_208309199.html
,32240元/月,半年付,248㎡,,,,第1层(共2层),毛坯,临街门面,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",滨河春天 郫县,滨河春天,30.00米,10.00米,5.00米,,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/28 17:23:14,https://cd.shop.fang.com/zu/3_208391806.html
,23482元/月,半年付,180.63㎡,152.13㎡,,,第1层(共3层),毛坯,住宅底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",洲际春天广场 亚洲湾 地铁铺,温泉大道二段177号,6.10米,16.00米,6.00米,,4.50元/㎡·月,"停车位,上水,下水,排烟,排污,燃气,外摆区",2019/7/21 11:18:06,https://cd.shop.fang.com/zu/3_208305853.html
,7760元/月,半年付,59.69㎡,57.16㎡,,,第1层(共2层),毛坯,住宅底商,是,,洲际春天广场 亚洲湾 地铁旺铺 学校旺铺,温泉大道二段177号,6.00米,10.50米,6.00米,,4.50元/㎡·月,"停车位,上水,下水,排烟,排污,外摆区",2019/7/12 11:42:58,https://cd.shop.fang.com/zu/3_208205435.html
,50元/月,半年付,500㎡,,,,第2层(共3层),毛坯,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",CP,滨河春天,25.00米,20.00米,5.00米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/1 14:34:38,https://cd.shop.fang.com/zu/3_208793538.html
,130元/月,半年付,74.18㎡,,,,第1层(共33层),毛坯,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",温江光华大道新城中心地铁现铺，无中介费!,温泉大道二段177号,3.30米,21.00米,6.00米,,4.50元/㎡·月,"上水,下水,排污,外摆区",2019/7/21 15:21:57,https://cd.shop.fang.com/zu/3_208309129.html
,135000元/月,押一付三,0.00㎡,,,,第-3层(共20层),精装修,商业街商铺,是,,时代锦绣商铺,武侯大道文昌段与新机场路的交汇处（中天物流园旁）,15.00米,5.00米,6.00米,客梯0个，货梯0个,2.50元/㎡·月,,2019/8/9 11:06:08,https://cd.shop.fang.com/zu/3_208524603.html
,11000元/月,租金已包含,暂无,,,,精装修,其他,否,EGO潮流广场,,客梯0个，货梯0个,4.00米,5.00米,5.00米,EGO潮流广场,16649.99㎡,24㎡,,2019/8/2 22:53:07,https://cd.shop.fang.com/zu/3_208453658.html
,190元/月,押一付三,327203.00㎡,,,,第1层(共1层),简装修,商业街商铺,是,全业态,建发鹭洲里,伊藤洋华堂(中国旗舰店)旁,5.00米,13.00米,6.00米,客梯8个，货梯0个,10.00元/㎡·月,"上水,下水,排污,外摆区",2019/8/22 17:06:12,https://cd.shop.fang.com/zu/3_208678502.html
,41690元/月,半年付,694.84㎡,588.21㎡,,,第3层(共3层),毛坯,临街门面,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",洲际春天广场,温泉大道二段177号,30.00米,15.00米,4.20米,,4.50元/㎡·月,"停车位,客梯,上水,下水,排烟,排污,外摆区",2019/7/21 15:06:53,https://cd.shop.fang.com/zu/3_208308906.html
,180000元/月,押一付三,0.00㎡,4200㎡,,,第7层(共12层),,写字楼配套底商,否,酒店宾馆,绿地之窗商铺,高新南区天府二街368号,35.00米,12.00米,4.00米,客梯0个，货梯0个,3.00元/㎡·月,,2019/8/1 20:05:20,https://cd.shop.fang.com/zu/3_208437410.html
,102000元/月,半年付,600㎡,,,,第1层(共2层),简装修,临街门面,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",小春熙，尚都广场，春熙路，太古里,尚都广场,25.00米,20.00米,4.80米,,19.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排烟,排污,燃气",2019/6/16 10:36:58,https://cd.shop.fang.com/zu/3_207943507.html
,230000元/月,押二付三,3800㎡,2850㎡,,,第5层(共5层),毛坯,临街门面,是,"酒店宾馆,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",天府广场春熙路盐市口,长富花园,99.00米,29.00米,6.50米,,15.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/8/30 14:55:41,https://cd.shop.fang.com/zu/3_208769766.html
,150元/月,押一付三,80.98㎡,,,,第1层(共10层),简装修,住宅底商,否,,润富国际,武侯区交子大道,15.00米,5.00米,6.00米,,6.00元/㎡·月,,2019/8/9 14:20:59,https://cd.shop.fang.com/zu/3_208527090.html
,10000元/月,租金已包含,暂无,,,,精装修,商业街商铺,否,EGO潮流广场,,客梯0个，货梯0个,4.00米,4.00米,4.00米,EGO潮流广场,16649.99㎡,24㎡,,2019/8/2 22:49:09,https://cd.shop.fang.com/zu/3_208453622.html
,7080元/月,押一付三,0.00㎡,53㎡,,,第1层(共1层),毛坯,住宅底商,否,"百货超市,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",恒大未来城商铺,光华新城温泉大道二段（地铁4号线涌泉站D出口约800米）,6.00米,10.00米,6.00米,客梯0个，货梯0个,4.00元/㎡·月,"网络,停车位,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/5 14:58:31,https://cd.shop.fang.com/zu/3_208483734.html
,17800元/月,押一付三,100000.00㎡,35㎡,,,第1层(共1层),精装修,商业街商铺,否,"服饰鞋包,餐饮美食,休闲娱乐",银石广场商铺,红星路三段99号,6.00米,6.00米,6.00米,客梯30个，货梯0个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/31 15:16:05,https://cd.shop.fang.com/zu/3_208782763.html
,15200元/月,半年付,380㎡,,,,第3层(共3层),简装修,商业街商铺,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",融创凯旋公馆,润丰路 蓝光花耍街 西部新兴商贸市场,15.00米,15.00米,6.00米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/6/18 17:45:42,https://cd.shop.fang.com/zu/3_207966202.html
,12000元/月,押一付三,150㎡,,,,第1层(共3层),毛坯,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",滨河春天,滨河春天,8.00米,16.00米,5.40米,,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/1 15:30:23,https://cd.shop.fang.com/zu/3_208794490.html
,225000元/月,押一付三,98594.00㎡,1220㎡,,,第1层(共11层),精装修,商业街商铺,是,"百货超市,酒店宾馆,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",九龙广场,成都市青年路8号,31.00米,40.00米,6.00米,客梯8个，货梯4个,10.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/23 10:49:56,https://cd.shop.fang.com/zu/3_208685227.html
,229387元/月,押一付三,1760000.00㎡,,,,第1层(共2层),精装修,写字楼配套底商,否,,环球中心商铺,成都高新区天府大道北段1700号,6.00米,70.00米,7.90米,客梯4个，货梯1个,14.00元/㎡·月,,2019/8/20 17:03:57,https://cd.shop.fang.com/zu/3_208655095.html
,108000元/月,半年付,0.00㎡,,,,第3层(共29层),简装修,写字楼配套底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",百悦城plus商铺,大面街道新建路118号,90.00米,20.00米,3.90米,客梯0个，货梯0个,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/8/11 11:52:04,https://cd.shop.fang.com/zu/3_208551415.html
,10000元/月,押一付三,100000.00㎡,16㎡,,,第1层(共33层),精装修,商业街商铺,否,,银石广场商铺,红星路三段99号,4.00米,4.00米,5.00米,客梯30个，货梯0个,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/1 10:21:54,https://cd.shop.fang.com/zu/3_208789919.html
,12000元/月,租金已包含,暂无,,,,精装修,其他,否,银石广场商铺,,客梯30个，货梯0个,5.00米,3.00米,5.00米,银石广场商铺,100000.00㎡,30㎡,,2019/8/2 22:43:33,https://cd.shop.fang.com/zu/3_208453571.html
,17000元/月,押一付三,100000.00㎡,,,,第1层(共5层),精装修,商业街商铺,否,"服饰鞋包,餐饮美食",银石广场商铺,红星路三段99号,6.00米,5.00米,6.00米,客梯30个，货梯0个,30.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排污,外摆区",2019/9/3 14:56:39,https://cd.shop.fang.com/zu/3_208814386.html
,13600元/月,押二付三,340㎡,,,,第2层(共4层),毛坯,临街门面,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",新都 大丰 春熙路 建设路 蓝光花满庭,融创凯旋公馆,17.00米,20.00米,5.00米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/6/15 17:14:06,https://cd.shop.fang.com/zu/3_207937262.html
,100元/月,半年付,109.25㎡,,,,第1层(共32层),毛坯,住宅底商,否,,温江光华大道新城中心地铁现铺，无中介费!,温泉大道二段177号,4.90米,20.00米,6.00米,,4.50元/㎡·月,"上水,下水,排污,外摆区",2019/7/21 16:02:21,https://cd.shop.fang.com/zu/3_208309819.html
,8000元/月,半年付,100㎡,80㎡,,,第1层(共1层),毛坯,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",滨河春天,滨河春天,8.00米,10.00米,4.50米,,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/1 15:24:37,https://cd.shop.fang.com/zu/3_208794407.html
,180000元/月,半年付,40000.00㎡,1999㎡,,,第5层(共5层),毛坯,临街门面,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",春熙village,东大街上东大街段111号,50.00米,40.00米,6.50米,客梯7个，货梯2个,15.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/8/30 15:44:52,https://cd.shop.fang.com/zu/3_208770583.html
,179040元/月,押一付三,177979.05㎡,3700㎡,,,第6层(共7层),毛坯,商业街商铺,否,酒店宾馆,东瑞金融中心,天府大道南延线天仁路天和西二街（火车南站旁）,80.00米,48.00米,4.00米,客梯0个，货梯0个,3.00元/㎡·月,"上水,下水,排烟",2019/7/21 8:56:59,https://cd.shop.fang.com/zu/3_207200888.html
,200元/月,租金已包含,1999-01-01,,,,精装修,其他,否,九龙广场,,客梯8个，货梯4个,30.00米,40.00米,5.00米,九龙广场,98594.00㎡,1300㎡,,2019/9/2 23:29:15,https://cd.shop.fang.com/zu/3_208808184.html
,550元/月,押一付三,93㎡,,,,第1层(共1层),简装修,商业街商铺,否,,上善国际,上善国际,8.00米,12.00米,6.00米,,23.00元/㎡·月,,2019/8/12 15:11:11,https://cd.shop.fang.com/zu/3_208563739.html
,78000元/月,押一付三,0.00㎡,,,,第3层(共3层),简装修,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发",百悦城plus商铺,大面街道新建路118号,40.00米,25.00米,6.00米,客梯0个，货梯0个,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/8/28 9:55:23,https://cd.shop.fang.com/zu/3_208739954.html
25万元,33000元/月,押二付三,230㎡,,1个月,带设备转让,第1层(共1层),精装修,临街门面,否,餐饮美食,天仁路,天仁路,6.00米,15.00米,5.00米,,10.00元/㎡·月,"网络,暖气,停车位,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/4 10:50:51,https://cd.shop.fang.com/zu/3_208822566.html
,100元/月,押二付三,1760000.00㎡,,,,第1层(共2层),简装修,写字楼配套底商,否,"百货超市,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食",环球中心商铺,成都高新区天府大道北段1700号,15.00米,20.00米,7.90米,客梯4个，货梯1个,14.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/8/19 14:10:32,https://cd.shop.fang.com/zu/3_208643373.html
,350元/月,押一付三,1760000.00㎡,,,,第1层(共2层),简装修,写字楼配套底商,是,,环球中心商铺,成都高新区天府大道北段1700号,10.00米,22.00米,7.90米,客梯4个，货梯1个,25.00元/㎡·月,,2019/8/16 11:16:24,https://cd.shop.fang.com/zu/3_208606569.html
,16000元/月,租金已包含,暂无,,,,精装修,其他,否,银石广场商铺,,客梯30个，货梯0个,7.00米,3.00米,5.00米,银石广场商铺,100000.00㎡,24㎡,,2019/9/2 23:23:17,https://cd.shop.fang.com/zu/3_208808162.html
,63290元/月,半年付,1054.84㎡,1010.09㎡,,,第2层(共2层),毛坯,临街门面,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",洲际春天广场,温泉大道二段177号,42.00米,20.00米,4.20米,,4.50元/㎡·月,"停车位,上水,下水,排烟,排污,外摆区",2019/7/21 16:54:32,https://cd.shop.fang.com/zu/3_208310642.html
,550元/月,押一付三,24275.82㎡,,,,第1层(共1层),简装修,住宅底商,否,百货超市,智业世纪加州商铺,沙湾东二路1号（金牛政务中心旁）,8.50米,8.00米,4.10米,客梯4个，货梯0个,6.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,上水,下水,排烟,排污,外摆区",2019/9/7 18:28:36,https://cd.shop.fang.com/zu/3_208874215.html
,22000元/月,半年付,100㎡,90㎡,,,第1层(共1层),简装修,住宅底商,否,,红楠广场,武侯区红楠广场,10.00米,10.00米,6.00米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排污",2019/8/22 21:16:53,https://cd.shop.fang.com/zu/3_208681906.html
,8500元/月,租金已包含,1999-01-01,,,,精装修,其他,否,九龙广场,,客梯8个，货梯4个,5.00米,4.00米,2.00米,九龙广场,98594.00㎡,20㎡,,2019/8/2 22:55:59,https://cd.shop.fang.com/zu/3_208453679.html
,20000元/月,租金已包含,暂无,,,,精装修,其他,否,银石广场商铺,,客梯30个，货梯0个,5.00米,4.00米,5.00米,银石广场商铺,100000.00㎡,32㎡,,2019/8/2 22:50:54,https://cd.shop.fang.com/zu/3_208453637.html
,19350元/月,押二付三,215㎡,190㎡,,,第21层(共26层),精装修,住宅底商,是,"百货超市,酒店宾馆,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",盐市口 阳光金融大厦,东大街 春熙路 天府广场 一环路 交通路7号,10.00米,19.00米,4.20米,,21.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水",2019/9/11 9:27:51,https://cd.shop.fang.com/zu/3_208912319.html
,2808000元/月,押一付三,36000㎡,32000㎡,,,第-2层(共10层),精装修,写字楼配套底商,否,"酒店宾馆,生活服务,休闲娱乐",天府国际金融中心,天府大道,56.00米,20.00米,4.00米,,2.00元/㎡·月,,2019/8/4 17:46:59,https://cd.shop.fang.com/zu/3_208476341.html
,99000元/月,半年付,1800㎡,1500㎡,,,第4层(共4层),毛坯,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",金牛区成华区锦江区青羊区,洞子口,50.00米,36.00米,5.00米,,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/18 10:28:19,https://cd.shop.fang.com/zu/3_208631279.html
,74154元/月,半年付,1235.9㎡,1046.24㎡,,,第2层(共3层),毛坯,临街门面,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",洲际春天广场,温泉大道二段177号,42.00米,18.00米,4.20米,,4.50元/㎡·月,"停车位,扶梯,上水,下水,排烟,排污,燃气",2019/7/21 10:59:47,https://cd.shop.fang.com/zu/3_208305540.html
,44034元/月,押一付三,366.95㎡,,,,第1层(共3层),简装修,住宅底商,是,,科华北路,科华北路,9.50米,25.50米,6.00米,,18.00元/㎡·月,,2019/8/13 18:36:32,https://cd.shop.fang.com/zu/3_208576449.html
,19000元/月,押一付三,0.00㎡,50㎡,,,第1层(共13层),,商业街商铺,否,"美容美发,餐饮美食,休闲娱乐",桐梓林壹号,成都市高新区盛和二路168号,10.00米,5.00米,5.00米,客梯0个，货梯0个,3.00元/㎡·月,,2019/7/27 8:42:14,https://cd.shop.fang.com/zu/3_208371339.html
,220元/月,半年付,215㎡,200㎡,,,第1层(共1层),毛坯,临街门面,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",五大花园双楠红牌楼鹭岛国际神仙树,五大花园,20.00米,10.00米,6.00米,,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/6 10:11:35,https://cd.shop.fang.com/zu/3_208849441.html
,70元/月,半年付,10000.00㎡,,,,第2层(共2层),简装修,商业街商铺,是,教育培训,交大路42号,交大路42号,20.00米,20.00米,6.00米,客梯0个，货梯0个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排烟,排污,燃气",2019/6/18 17:19:29,https://cd.shop.fang.com/zu/3_207965836.html
,374400元/月,押一付三,55600.00㎡,7000㎡,,,第-1层(共8层),毛坯,购物中心/百货,否,酒店宾馆,太升通讯中心,太升南路136号,28.00米,20.00米,4.00米,客梯3个，货梯1个,5.00元/㎡·月,"上水,下水",2019/8/29 20:39:02,https://cd.shop.fang.com/zu/3_207678454.html
,18850元/月,押三付三,290㎡,,,,第2层(共2层),毛坯,住宅底商,是,"百货超市,酒店宾馆,服饰鞋包,生活服务,美容美发,休闲娱乐",建设路 临街现铺 65/平 200平以上面积招租,建设路,40.00米,60.00米,4.80米,,8.50元/㎡·月,"网络,停车位,客梯,上水,下水,排污",2019/9/3 10:46:32,https://cd.shop.fang.com/zu/3_208810853.html
,70元/月,半年付,495㎡,,,,第2层(共3层),毛坯,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",龙城国际,龙城国际 红光,13.00米,26.00米,4.80米,,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排污",2019/8/23 18:35:14,https://cd.shop.fang.com/zu/3_208693098.html
,240000元/月,押一付三,1760000.00㎡,3800㎡,,,第1层(共4层),,写字楼配套底商,否,酒店宾馆,环球中心商铺,成都高新区天府大道北段1700号,35.00米,25.00米,5.00米,客梯4个，货梯1个,3.00元/㎡·月,,2019/7/29 23:47:14,https://cd.shop.fang.com/zu/3_208403283.html
,230000元/月,押二付三,3800㎡,2850㎡,,,第3层(共5层),毛坯,临街门面,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",春熙路市中心盐市口天府广场,天府广场,99.00米,28.00米,4.50米,,15.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/8/30 14:58:51,https://cd.shop.fang.com/zu/3_208769816.html
,61800元/月,押一付三,1030㎡,960㎡,,,第2层(共3层),简装修,临街门面,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",金牛凯德广场 人人乐 贝壳教育城,锦江区 高新区 成华区 武侯区 天府新区 金牛区 人人乐,33.00米,25.00米,5.00米,,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/20 11:05:29,https://cd.shop.fang.com/zu/3_208650359.html
,20000元/月,年付,7320.00㎡,,,,第2层(共6层),精装修,商业街商铺,是,服饰鞋包,蓝光金荷花,北站东一路18号,4.00米,6.00米,4.00米,客梯1个，货梯1个,1.80元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,外摆区",2019/7/10 16:35:42,https://cd.shop.fang.com/zu/3_208186716.html
,270300元/月,押一付三,0.00㎡,5000㎡,,,第1层(共8层),精装修,商业街商铺,否,酒店宾馆,红星国际商铺,锦江区红星路二段159号,30.00米,20.00米,4.00米,客梯0个，货梯0个,2.00元/㎡·月,,2019/7/1 23:18:32,https://cd.shop.fang.com/zu/3_206948572.html
